Name,Status,Section,Activity,Term,Mode of Delivery,Interval,Days,Start Time,End Time,Section Comments,Requires In-Person Attendance,Total Seats Remaining:,Currently Registered:,General Seats Remaining:,Restricted Seats Remaining*:,Course URL
"FUERST, ROBERT",Unreleased,WOOD 499 203,Lecture,2,In-Person,,Mon Wed,15:00,17:00,,Yes,0,8,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=203
"FUERST, ROBERT",Unreleased,WOOD 499 204,Lecture,2,In-Person,,Mon Wed,15:00,17:00,,Yes,0,8,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=204
"FUERST, ROBERT",Unreleased,WOOD 499 205,Lecture,2,In-Person,,Mon Wed,15:00,17:00,,Yes,0,8,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=205
"FUERST, ROBERT",Unreleased,WOOD 499 206,Lecture,2,In-Person,,Mon Wed,15:00,17:00,,Yes,0,7,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=206
"FUERST, ROBERT",Unreleased,WOOD 499 207,Lecture,2,In-Person,,Mon Wed,15:00,17:00,,Yes,0,8,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=207
"FUERST, ROBERT",Unreleased,WOOD 499 208,Lecture,2,In-Person,,Mon Wed,15:00,17:00,,Yes,0,6,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=208
"FUERST, ROBERT",,WOOD 499 L01,Laboratory,2,In-Person,,Tue Thu,9:00,11:00,,Yes,50,10,50,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=499&section=L01
"GEREKE, THOMAS",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1246947&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"GOLDRICK-JONES, AMANDA",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1073539&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"GREEN, WILLIAM",Full,WRDS 150A 181,Lecture,1,Online,,Thu,19:00,22:00,Section Comments  This section is for students in the Faculty of Arts and will be taught online with synchronous (live) and asynchronous components.  Attendance to WRDS 150A online classes are required as per the instructor's directions.,See Section Comments,0,24,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=181
"GREEN, WILLIAM",Full,WRDS 150B 570,Lecture,1,Online,,Mon Wed,19:00,20:30,Section Comments  This section is for students in all Faculties outside of Arts and will be taught online with synchronous (live) and asynchronous components.  Attendance to the online classes will be required as per the instructor's directions.,See Section Comments,0,24,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150B&section=570
"GREEN, WILLIAM",Full,WRDS 150B 644,Lecture,1,Online,,Mon Wed Fri,12:00,13:00,"Section Comments  This section is for students in all Faculties outside of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/non-arts-students/ for section topics.Important note: WRDS 150 is designed in a series of steps where each assignment prepares you for the next. As instructors introduce key foundational material early in the course, we strongly encourage students to finalize their registration in WRDS 150 by the end of the first week of term at the latest. Please keep in mind that instructors are not obligated to reteach any material that has been missed, so it is recommended that you begin attending at the start of the course (or as early as possible afterwards) to give yourself the best opportunity for success.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca.",See Section Comments,0,29,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150B&section=644
"HAUKAAS, TERJE",STT,CIVL 332 101,Lecture,1,In-Person,,Tue Thu,8:00,9:30,"Section Comments  Do NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=332&section=101
"HAUKAAS, TERJE",STT,CIVL 332 L01,Laboratory,1,In-Person,,Thu,12:00,14:00,,Yes,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=332&section=L01
"HAUKAAS, TERJE",Restricted,CIVL 509 201,Lecture,2,In-Person,,Tue,9:00,12:00,,Yes,17,23,0,17,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=509&section=201
"HAUKAAS, TERJE",,CIVL 518 101,Lecture,1,In-Person,,Tue,10:00,13:00,"Section Comments  Do NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes,39,21,18,21,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=518&section=101
"HAUKAAS, TERJE",,CIVL 597 004,Lecture,1-2,In-Person,,Thu,15:30,17:00,"Section Comments  STRUCTURAL and Earthquake Engineering Seminar - register once during your program but attend throughout your programDo NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes,61,24,44,17,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=597&section=004
"HAUKAAS, TERJE",,,Lecture,1-2,In-Person,,Thu,15:30,17:00,"Section Comments  STRUCTURAL and Earthquake Engineering Seminar - register once during your program but attend throughout your programDo NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes
"JANG, WOONG SOON",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1947671&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"JOHNSON, GREGORY",Restricted,ARCH 511 001,Lecture,1,In-Person,,Tue Thu,9:30,11:00,,Yes,7,48,0,7,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ARCH&course=511&section=001
"JOHNSON, GREGORY",Restricted,ARCH 531 001,Lecture,2,In-Person,,Tue Thu,11:00,12:30,,Yes,8,47,0,8,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ARCH&course=531&section=001
"JOHNSON, GREGORY",Blocked,ARCH 544X 002,Project,2,In-Person,,,,,,Yes,0,16,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ARCH&course=544X&section=002
"JOHNSON, GREGORY",Blocked,ARCH 555B 002,Work Placement,2,In-Person,,,,,,Yes,4,1,0,4,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ARCH&course=555B&section=002
"JOHNSON, GREGORY",Restricted,ARCH 571A 001,Seminar,1,In-Person,,Thu,14:00,17:00,,Yes,1,23,0,1,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ARCH&course=571A&section=001
"JOHNSON, GREGORY",Restricted,ARCH 571A WL1,Waiting List,1,In-Person,,Thu,,,,Yes,15,0,0,15,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ARCH&course=571A&section=WL1
"LEE, TARA",Full,ENGL 200 005,Lecture,1,In-Person,,Mon Fri Wed,13:00,14:00,,Yes,0,25,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ENGL&course=200&section=005
"LEE, TARA",,ENGL 372 002,Lecture,2,In-Person,,Mon Wed Fri,12:00,13:00,,Yes,1,44,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ENGL&course=372&section=002
"LEE, TARA",Full,WRDS 150A 313,Lecture,2,In-Person,,Mon Wed Fri,9:00,10:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,32,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=313
"LEE, TARA",Full,WRDS 150A 323,Lecture,2,In-Person,,Mon Wed Fri,10:00,11:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,29,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=323
"LEE, TARA",Full,WRDS 150A 331,Lecture,2,In-Person,,Mon Wed Fri,11:00,12:00,"Section Comments  This section is for students in the Faculty of Arts.Please visit https://jwam.ubc.ca/undergraduate/writing-requirements/arts-students/ for section topics.Students in the Faculty of Arts require only ONE of WRDS 150, WRDS 350, ENGL 100, ARTS 001 (Arts One), ASTU 100 or 101 (Coordinated Arts Program) to satisfy the Arts Writing Requirement.Instructors are not able to add students directly to their sections. If you have registration questions, please contact wrds.advisor@ubc.ca",Yes,0,32,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150A&section=331
"LEE, TARA",Full,WRDS 150B 611,Lecture,1,In-Person,,Mon Wed Fri,9:00,10:00,Section Comments  This section is for students in all Faculties outside of Arts.,Yes,0,29,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150B&section=611
"LEE, TARA",Full,WRDS 150B 621,Lecture,1,In-Person,,Mon Wed Fri,10:00,11:00,Section Comments  This section is for students in all Faculties outside of Arts.,Yes,0,30,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150B&section=621
"LEE, TARA",Full,WRDS 150B 631,Lecture,1,In-Person,,Mon Wed Fri,11:00,12:00,Section Comments  This section is for students in all Faculties outside of Arts.,Yes,0,31,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WRDS&course=150B&section=631
"LEUNG, VINCENT",,WOOD 120 101,Lecture,1,In-Person,,Mon Wed,13:00,14:00,,Yes,32,28,32,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=120&section=101
"LEUNG, VINCENT",,WOOD 120 L01,Laboratory,1,In-Person,,Thu,13:00,16:00,,Yes,32,28,32,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=120&section=L01
"LEUNG, VINCENT",Blocked,WOOD 310 101,Work Placement,1,In-Person,,Mon Tue Wed Thu Fri,8:00,17:00,Section Comments  Please contact Wood Products Processing Co-op Coordinator for registration.,Yes,0,10,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=310&section=101
"LEUNG, VINCENT",,WOOD 311 101,Work Placement,2,In-Person,,,,,,Yes,27,3,27,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=311&section=101
"LEUNG, VINCENT",,WOOD 356 101,Lecture,1,In-Person,,Mon Wed,10:00,11:00,,Yes,31,9,31,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=356&section=101
"LEUNG, VINCENT",,WOOD 356 L01,Laboratory,1,In-Person,,Tue,10:30,12:30,,Yes,31,9,31,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=356&section=L01
"LEUNG, VINCENT",Unreleased,WOOD 400 201,Work Placement,2,In-Person,,,,,Section Comments  Can only be taken with permission of the Co-op Coordinator.,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=400&section=201
"LEUNG, VINCENT",,WOOD 412 101,Work Placement,1,In-Person,,,,,,Yes,26,4,26,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=412&section=101
"LEUNG, VINCENT",Blocked,WOOD 449A 101,Directed Studies,1,In-Person,,,,,,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=449A&section=101
"LEUNG, VINCENT",Blocked,WOOD 449A 201,Directed Studies,2,In-Person,,,,,,Yes,20,0,20,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=449A&section=201
"LEUNG, VINCENT",Blocked,WOOD 449B 201,Directed Studies,2,In-Person,,,,,,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=449B&section=201
"LEUNG, VINCENT",Blocked,WOOD 449C 101,Directed Studies,1,In-Person,,,,,,Yes,5,0,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=449C&section=101
"LEUNG, VINCENT",Blocked,WOOD 449C 201,Directed Studies,2,In-Person,,,,,,Yes,4,1,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=449C&section=201
"LEUNG, VINCENT",Unreleased,WOOD 449D 001,Directed Studies,1-2,In-Person,,,,,Section Comments  See Program Director,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=449D&section=001
"LEUNG, VINCENT",Blocked,WOOD 449F 101,Directed Studies,1,In-Person,,,,,Section Comments  Please contact Dr. Ellis simon.ellis@ubc.ca,Yes,5,0,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=449F&section=101
"LEUNG, VINCENT",,WOOD 482 201,Lecture,2,In-Person,,Mon Wed Fri,15:00,16:00,,Yes,20,40,20,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=482&section=201
"LEUNG, VINCENT",,WOOD 482 LA1,Laboratory,2,In-Person,,Tue,11:00,14:00,,Yes,10,20,10,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=482&section=LA1
"LEUNG, VINCENT",,WOOD 482 LA2,Laboratory,2,In-Person,,Thu,11:00,14:00,,Yes,10,20,10,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=482&section=LA2
"LEUNG, VINCENT",Unreleased,WOOD 493 201,Project,2,In-Person,,,,,,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=493&section=201
"LEUNG, VINCENT",Unreleased,WOOD 493 610,Project,2,In-Person,,,,,Section Comments  This is the off-campus section of Wood 493,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=493&section=610
"LEUNG, VINCENT",Unreleased,WOOD 493 611,Project,1,In-Person,,,,,Section Comments  This is an off-campus Term 1 section of Wood 493 - registration is only permitted by Program Director or Faculty advisor.,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=493&section=611
"LOSS, CRISTIANO",Restricted,CIVL 439 201,Lecture,2,In-Person,,Tue Fri,12:30,14:00,"Section Comments  Do NOT contact the professor regarding registration problems.If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically. Please check back regularly to see if space opens up in the class.  All applications requesting admission to the course will be considered in August.  Priority will be given to students requiring the course as a core component to their program and to Civil Engineering students requesting the course as a technical elective (if applicable).  You will be advised in August if you have been admitted to the class or not.",Yes,28,32,0,28,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CIVL&course=439&section=201
